,time,Wheat_ID,price
55,2010-02-25,2HRW-USG-A1,217.4
56,2010-02-26,2HRW-USG-A1,222.6
57,2010-02-27,2HRW-USG-A1,
58,2010-02-28,2HRW-USG-A1,
59,2010-03-01,2HRW-USG-A1,212.9
60,2010-03-02,2HRW-USG-A1,214.5
61,2010-03-03,2HRW-USG-A1,221.5
62,2010-03-04,2HRW-USG-A1,217.8
63,2010-03-05,2HRW-USG-A1,215.1
64,2010-03-06,2HRW-USG-A1,
65,2010-03-07,2HRW-USG-A1,
66,2010-03-08,2HRW-USG-A1,215.7
67,2010-03-09,2HRW-USG-A1,214.0
68,2010-03-10,2HRW-USG-A1,211.6
69,2010-03-11,2HRW-USG-A1,211.1
70,2010-03-12,2HRW-USG-A1,214.8
71,2010-03-13,2HRW-USG-A1,
72,2010-03-14,2HRW-USG-A1,
73,2010-03-15,2HRW-USG-A1,212.4
74,2010-03-16,2HRW-USG-A1,214.8
75,2010-03-17,2HRW-USG-A1,217.6
76,2010-03-18,2HRW-USG-A1,211.2
77,2010-03-19,2HRW-USG-A1,210.1
78,2010-03-20,2HRW-USG-A1,
79,2010-03-21,2HRW-USG-A1,
80,2010-03-22,2HRW-USG-A1,210.9
81,2010-03-23,2HRW-USG-A1,207.6
82,2010-03-24,2HRW-USG-A1,207.7
83,2010-03-25,2HRW-USG-A1,204.5
84,2010-03-26,2HRW-USG-A1,204.1
85,2010-03-27,2HRW-USG-A1,
86,2010-03-28,2HRW-USG-A1,
87,2010-03-29,2HRW-USG-A1,201.5
88,2010-03-30,2HRW-USG-A1,203.7
89,2010-03-31,2HRW-USG-A1,199.0
90,2010-04-01,2HRW-USG-A1,202.1
91,2010-04-02,2HRW-USG-A1,
92,2010-04-03,2HRW-USG-A1,
93,2010-04-04,2HRW-USG-A1,
94,2010-04-05,2HRW-USG-A1,202.7
95,2010-04-06,2HRW-USG-A1,206.3
96,2010-04-07,2HRW-USG-A1,206.5
97,2010-04-08,2HRW-USG-A1,205.9
98,2010-04-09,2HRW-USG-A1,203.3
99,2010-04-10,2HRW-USG-A1,
100,2010-04-11,2HRW-USG-A1,
101,2010-04-12,2HRW-USG-A1,203.6
102,2010-04-13,2HRW-USG-A1,206.7
103,2010-04-14,2HRW-USG-A1,205.9
104,2010-04-15,2HRW-USG-A1,208.1
105,2010-04-16,2HRW-USG-A1,211.8
106,2010-04-17,2HRW-USG-A1,
107,2010-04-18,2HRW-USG-A1,
108,2010-04-19,2HRW-USG-A1,203.3
109,2010-04-20,2HRW-USG-A1,210.0
110,2010-04-21,2HRW-USG-A1,209.3
111,2010-04-22,2HRW-USG-A1,213.2
112,2010-04-23,2HRW-USG-A1,207.8
113,2010-04-24,2HRW-USG-A1,
114,2010-04-25,2HRW-USG-A1,
115,2010-04-26,2HRW-USG-A1,202.2
116,2010-04-27,2HRW-USG-A1,203.0
117,2010-04-28,2HRW-USG-A1,202.6
118,2010-04-29,2HRW-USG-A1,203.0
119,2010-04-30,2HRW-USG-A1,204.1
120,2010-05-01,2HRW-USG-A1,
121,2010-05-02,2HRW-USG-A1,
122,2010-05-03,2HRW-USG-A1,203.5
123,2010-05-04,2HRW-USG-A1,205.4
124,2010-05-05,2HRW-USG-A1,205.9
125,2010-05-06,2HRW-USG-A1,204.4
126,2010-05-07,2HRW-USG-A1,204.8
127,2010-05-08,2HRW-USG-A1,
128,2010-05-09,2HRW-USG-A1,
129,2010-05-10,2HRW-USG-A1,203.2
130,2010-05-11,2HRW-USG-A1,203.7
131,2010-05-12,2HRW-USG-A1,202.8
132,2010-05-13,2HRW-USG-A1,199.0
133,2010-05-14,2HRW-USG-A1,196.9
134,2010-05-15,2HRW-USG-A1,
135,2010-05-16,2HRW-USG-A1,
136,2010-05-17,2HRW-USG-A1,196.5
137,2010-05-18,2HRW-USG-A1,195.8
138,2010-05-19,2HRW-USG-A1,197.1
139,2010-05-20,2HRW-USG-A1,197.5
140,2010-05-21,2HRW-USG-A1,198.4
141,2010-05-22,2HRW-USG-A1,
142,2010-05-23,2HRW-USG-A1,
143,2010-05-24,2HRW-USG-A1,198.6
144,2010-05-25,2HRW-USG-A1,196.5
145,2010-05-26,2HRW-USG-A1,197.9
146,2010-05-27,2HRW-USG-A1,199.4
147,2010-05-28,2HRW-USG-A1,193.4
148,2010-05-29,2HRW-USG-A1,
149,2010-05-30,2HRW-USG-A1,
150,2010-05-31,2HRW-USG-A1,
151,2010-06-01,2HRW-USG-A1,192.1
152,2010-06-02,2HRW-USG-A1,190.6
153,2010-06-03,2HRW-USG-A1,189.8
154,2010-06-04,2HRW-USG-A1,187.4
155,2010-06-05,2HRW-USG-A1,
156,2010-06-06,2HRW-USG-A1,
157,2010-06-07,2HRW-USG-A1,186.3
158,2010-06-08,2HRW-USG-A1,184.4
159,2010-06-09,2HRW-USG-A1,183.0
160,2010-06-10,2HRW-USG-A1,184.6
161,2010-06-11,2HRW-USG-A1,186.3
162,2010-06-12,2HRW-USG-A1,
163,2010-06-13,2HRW-USG-A1,
164,2010-06-14,2HRW-USG-A1,190.9
165,2010-06-15,2HRW-USG-A1,190.4
166,2010-06-16,2HRW-USG-A1,194.9
167,2010-06-17,2HRW-USG-A1,196.7
168,2010-06-18,2HRW-USG-A1,197.4
169,2010-06-19,2HRW-USG-A1,
170,2010-06-20,2HRW-USG-A1,
171,2010-06-21,2HRW-USG-A1,198.3
172,2010-06-22,2HRW-USG-A1,196.2
173,2010-06-23,2HRW-USG-A1,196.5
174,2010-06-24,2HRW-USG-A1,196.3
175,2010-06-25,2HRW-USG-A1,190.6
176,2010-06-26,2HRW-USG-A1,
177,2010-06-27,2HRW-USG-A1,
178,2010-06-28,2HRW-USG-A1,190.7
179,2010-06-29,2HRW-USG-A1,186.7
180,2010-06-30,2HRW-USG-A1,193.2
181,2010-07-01,2HRW-USG-A1,202.1
182,2010-07-02,2HRW-USG-A1,198.8
183,2010-07-03,2HRW-USG-A1,
184,2010-07-04,2HRW-USG-A1,
185,2010-07-05,2HRW-USG-A1,
186,2010-07-06,2HRW-USG-A1,200.6
187,2010-07-07,2HRW-USG-A1,209.6
188,2010-07-08,2HRW-USG-A1,215.7
189,2010-07-09,2HRW-USG-A1,212.4
190,2010-07-10,2HRW-USG-A1,
191,2010-07-11,2HRW-USG-A1,
192,2010-07-12,2HRW-USG-A1,212.9
193,2010-07-13,2HRW-USG-A1,217.4
194,2010-07-14,2HRW-USG-A1,217.7
195,2010-07-15,2HRW-USG-A1,229.9
196,2010-07-16,2HRW-USG-A1,227.4
197,2010-07-17,2HRW-USG-A1,
198,2010-07-18,2HRW-USG-A1,
199,2010-07-19,2HRW-USG-A1,224.2
200,2010-07-20,2HRW-USG-A1,222.1
201,2010-07-21,2HRW-USG-A1,226.5
202,2010-07-22,2HRW-USG-A1,230.3
203,2010-07-23,2HRW-USG-A1,231.4
204,2010-07-24,2HRW-USG-A1,
205,2010-07-25,2HRW-USG-A1,
206,2010-07-26,2HRW-USG-A1,232.2
207,2010-07-27,2HRW-USG-A1,233.3
208,2010-07-28,2HRW-USG-A1,239.1
209,2010-07-29,2HRW-USG-A1,244.8
210,2010-07-30,2HRW-USG-A1,262.5
211,2010-07-31,2HRW-USG-A1,
212,2010-08-01,2HRW-USG-A1,
213,2010-08-02,2HRW-USG-A1,272.0
214,2010-08-03,2HRW-USG-A1,266.3
215,2010-08-04,2HRW-USG-A1,279.8
216,2010-08-05,2HRW-USG-A1,299.4
217,2010-08-06,2HRW-USG-A1,282.9
218,2010-08-07,2HRW-USG-A1,
219,2010-08-08,2HRW-USG-A1,
220,2010-08-09,2HRW-USG-A1,282.9
221,2010-08-10,2HRW-USG-A1,280.1
222,2010-08-11,2HRW-USG-A1,279.2
223,2010-08-12,2HRW-USG-A1,288.4
224,2010-08-13,2HRW-USG-A1,287.8
225,2010-08-14,2HRW-USG-A1,
226,2010-08-15,2HRW-USG-A1,
227,2010-08-16,2HRW-USG-A1,274.8
228,2010-08-17,2HRW-USG-A1,278.0
229,2010-08-18,2HRW-USG-A1,281.0
230,2010-08-19,2HRW-USG-A1,290.3
231,2010-08-20,2HRW-USG-A1,290.3
232,2010-08-21,2HRW-USG-A1,
233,2010-08-22,2HRW-USG-A1,
234,2010-08-23,2HRW-USG-A1,294.5
235,2010-08-24,2HRW-USG-A1,294.1
236,2010-08-25,2HRW-USG-A1,285.1
237,2010-08-26,2HRW-USG-A1,290.2
238,2010-08-27,2HRW-USG-A1,293.5
239,2010-08-28,2HRW-USG-A1,
240,2010-08-29,2HRW-USG-A1,
241,2010-08-30,2HRW-USG-A1,297.2
242,2010-08-31,2HRW-USG-A1,291.1
243,2010-09-01,2HRW-USG-A1,300.1
244,2010-09-02,2HRW-USG-A1,305.7
245,2010-09-03,2HRW-USG-A1,315.1
246,2010-09-04,2HRW-USG-A1,
247,2010-09-05,2HRW-USG-A1,
248,2010-09-06,2HRW-USG-A1,
249,2010-09-07,2HRW-USG-A1,313.4
250,2010-09-08,2HRW-USG-A1,306.6
251,2010-09-09,2HRW-USG-A1,315.9
252,2010-09-10,2HRW-USG-A1,315.7
253,2010-09-11,2HRW-USG-A1,
254,2010-09-12,2HRW-USG-A1,
255,2010-09-13,2HRW-USG-A1,313.9
256,2010-09-14,2HRW-USG-A1,312.7
257,2010-09-15,2HRW-USG-A1,310.3
258,2010-09-16,2HRW-USG-A1,308.8
259,2010-09-17,2HRW-USG-A1,315.3
260,2010-09-18,2HRW-USG-A1,
261,2010-09-19,2HRW-USG-A1,
262,2010-09-20,2HRW-USG-A1,311.4
263,2010-09-21,2HRW-USG-A1,306.8
264,2010-09-22,2HRW-USG-A1,309.1
265,2010-09-23,2HRW-USG-A1,302.1
266,2010-09-24,2HRW-USG-A1,309.5
267,2010-09-25,2HRW-USG-A1,
268,2010-09-26,2HRW-USG-A1,
269,2010-09-27,2HRW-USG-A1,303.0
270,2010-09-28,2HRW-USG-A1,294.3
271,2010-09-29,2HRW-USG-A1,294.6
272,2010-09-30,2HRW-USG-A1,289.4
273,2010-10-01,2HRW-USG-A1,282.6
274,2010-10-02,2HRW-USG-A1,
275,2010-10-03,2HRW-USG-A1,
276,2010-10-04,2HRW-USG-A1,280.3
277,2010-10-05,2HRW-USG-A1,288.8
278,2010-10-06,2HRW-USG-A1,287.5
279,2010-10-07,2HRW-USG-A1,288.2
280,2010-10-08,2HRW-USG-A1,308.0
281,2010-10-09,2HRW-USG-A1,
282,2010-10-10,2HRW-USG-A1,
283,2010-10-11,2HRW-USG-A1,303.7
284,2010-10-12,2HRW-USG-A1,305.3
285,2010-10-13,2HRW-USG-A1,302.4
286,2010-10-14,2HRW-USG-A1,301.4
287,2010-10-15,2HRW-USG-A1,303.1
288,2010-10-16,2HRW-USG-A1,
289,2010-10-17,2HRW-USG-A1,
290,2010-10-18,2HRW-USG-A1,298.3
291,2010-10-19,2HRW-USG-A1,292.2
292,2010-10-20,2HRW-USG-A1,297.6
293,2010-10-21,2HRW-USG-A1,292.6
294,2010-10-22,2HRW-USG-A1,293.5
295,2010-10-23,2HRW-USG-A1,
296,2010-10-24,2HRW-USG-A1,
297,2010-10-25,2HRW-USG-A1,294.5
298,2010-10-26,2HRW-USG-A1,300.7
299,2010-10-27,2HRW-USG-A1,306.4
300,2010-10-28,2HRW-USG-A1,312.7
301,2010-10-29,2HRW-USG-A1,312.6
302,2010-10-30,2HRW-USG-A1,
303,2010-10-31,2HRW-USG-A1,
304,2010-11-01,2HRW-USG-A1,306.5
305,2010-11-02,2HRW-USG-A1,304.4
306,2010-11-03,2HRW-USG-A1,303.6
307,2010-11-04,2HRW-USG-A1,311.9
308,2010-11-05,2HRW-USG-A1,318.1
309,2010-11-06,2HRW-USG-A1,
310,2010-11-07,2HRW-USG-A1,
311,2010-11-08,2HRW-USG-A1,321.6
312,2010-11-09,2HRW-USG-A1,318.5
313,2010-11-10,2HRW-USG-A1,313.3
314,2010-11-11,2HRW-USG-A1,311.5
315,2010-11-12,2HRW-USG-A1,297.6
316,2010-11-13,2HRW-USG-A1,
317,2010-11-14,2HRW-USG-A1,
318,2010-11-15,2HRW-USG-A1,298.5
319,2010-11-16,2HRW-USG-A1,282.9
320,2010-11-17,2HRW-USG-A1,281.2
321,2010-11-18,2HRW-USG-A1,284.8
322,2010-11-19,2HRW-USG-A1,284.5
323,2010-11-20,2HRW-USG-A1,
324,2010-11-21,2HRW-USG-A1,
325,2010-11-22,2HRW-USG-A1,285.6
326,2010-11-23,2HRW-USG-A1,285.3
327,2010-11-24,2HRW-USG-A1,288.0
328,2010-11-25,2HRW-USG-A1,
329,2010-11-26,2HRW-USG-A1,288.7
330,2010-11-27,2HRW-USG-A1,
331,2010-11-28,2HRW-USG-A1,
332,2010-11-29,2HRW-USG-A1,290.8
333,2010-11-30,2HRW-USG-A1,290.2
334,2010-12-01,2HRW-USG-A1,314.5
335,2010-12-02,2HRW-USG-A1,316.6
336,2010-12-03,2HRW-USG-A1,324.0
337,2010-12-04,2HRW-USG-A1,
338,2010-12-05,2HRW-USG-A1,
339,2010-12-06,2HRW-USG-A1,329.4
340,2010-12-07,2HRW-USG-A1,327.9
341,2010-12-08,2HRW-USG-A1,329.7
342,2010-12-09,2HRW-USG-A1,332.0
343,2010-12-10,2HRW-USG-A1,327.7
344,2010-12-11,2HRW-USG-A1,
345,2010-12-12,2HRW-USG-A1,
346,2010-12-13,2HRW-USG-A1,328.9
347,2010-12-14,2HRW-USG-A1,323.3
348,2010-12-15,2HRW-USG-A1,321.9
349,2010-12-16,2HRW-USG-A1,319.0
350,2010-12-17,2HRW-USG-A1,322.1
351,2010-12-18,2HRW-USG-A1,
352,2010-12-19,2HRW-USG-A1,
353,2010-12-20,2HRW-USG-A1,329.2
354,2010-12-21,2HRW-USG-A1,329.4
355,2010-12-22,2HRW-USG-A1,336.0
356,2010-12-23,2HRW-USG-A1,336.1
357,2010-12-24,2HRW-USG-A1,
358,2010-12-25,2HRW-USG-A1,
359,2010-12-26,2HRW-USG-A1,
360,2010-12-27,2HRW-USG-A1,335.7
361,2010-12-28,2HRW-USG-A1,341.8
362,2010-12-29,2HRW-USG-A1,340.8
363,2010-12-30,2HRW-USG-A1,335.6
364,2010-12-31,2HRW-USG-A1,338.4
365,2011-01-01,2HRW-USG-A1,
366,2011-01-02,2HRW-USG-A1,
367,2011-01-03,2HRW-USG-A1,342.8
368,2011-01-04,2HRW-USG-A1,335.9
369,2011-01-05,2HRW-USG-A1,344.7
370,2011-01-06,2HRW-USG-A1,339.3
371,2011-01-07,2HRW-USG-A1,334.8
372,2011-01-08,2HRW-USG-A1,
373,2011-01-09,2HRW-USG-A1,
374,2011-01-10,2HRW-USG-A1,333.0
375,2011-01-11,2HRW-USG-A1,331.7
376,2011-01-12,2HRW-USG-A1,335.0
377,2011-01-13,2HRW-USG-A1,341.1
378,2011-01-14,2HRW-USG-A1,341.3
379,2011-01-15,2HRW-USG-A1,
380,2011-01-16,2HRW-USG-A1,
381,2011-01-17,2HRW-USG-A1,
382,2011-01-18,2HRW-USG-A1,347.4
383,2011-01-19,2HRW-USG-A1,347.7
384,2011-01-20,2HRW-USG-A1,350.9
385,2011-01-21,2HRW-USG-A1,356.0
386,2011-01-22,2HRW-USG-A1,
387,2011-01-23,2HRW-USG-A1,
388,2011-01-24,2HRW-USG-A1,361.1
389,2011-01-25,2HRW-USG-A1,364.6
390,2011-01-26,2HRW-USG-A1,372.9
391,2011-01-27,2HRW-USG-A1,370.1
392,2011-01-28,2HRW-USG-A1,362.6
393,2011-01-29,2HRW-USG-A1,
394,2011-01-30,2HRW-USG-A1,
395,2011-01-31,2HRW-USG-A1,367.3
396,2011-02-01,2HRW-USG-A1,367.0
397,2011-02-02,2HRW-USG-A1,375.7
398,2011-02-03,2HRW-USG-A1,374.4
399,2011-02-04,2HRW-USG-A1,372.1
400,2011-02-05,2HRW-USG-A1,
401,2011-02-06,2HRW-USG-A1,
402,2011-02-07,2HRW-USG-A1,376.0
403,2011-02-08,2HRW-USG-A1,382.8
404,2011-02-09,2HRW-USG-A1,388.7
405,2011-02-10,2HRW-USG-A1,381.3
406,2011-02-11,2HRW-USG-A1,383.2
407,2011-02-12,2HRW-USG-A1,
408,2011-02-13,2HRW-USG-A1,
409,2011-02-14,2HRW-USG-A1,382.8
410,2011-02-15,2HRW-USG-A1,372.3
411,2011-02-16,2HRW-USG-A1,367.4
412,2011-02-17,2HRW-USG-A1,375.9
413,2011-02-18,2HRW-USG-A1,367.3
414,2011-02-19,2HRW-USG-A1,
415,2011-02-20,2HRW-USG-A1,
416,2011-02-21,2HRW-USG-A1,
417,2011-02-22,2HRW-USG-A1,348.2
418,2011-02-23,2HRW-USG-A1,348.5
419,2011-02-24,2HRW-USG-A1,342.2
420,2011-02-25,2HRW-USG-A1,354.2
421,2011-02-26,2HRW-USG-A1,
422,2011-02-27,2HRW-USG-A1,
423,2011-02-28,2HRW-USG-A1,359.1
424,2011-03-01,2HRW-USG-A1,355.3
425,2011-03-02,2HRW-USG-A1,354.5
426,2011-03-03,2HRW-USG-A1,357.5
427,2011-03-04,2HRW-USG-A1,361.1
428,2011-03-05,2HRW-USG-A1,
429,2011-03-06,2HRW-USG-A1,
430,2011-03-07,2HRW-USG-A1,351.9
431,2011-03-08,2HRW-USG-A1,343.3
432,2011-03-09,2HRW-USG-A1,337.4
433,2011-03-10,2HRW-USG-A1,332.1
434,2011-03-11,2HRW-USG-A1,325.3
435,2011-03-12,2HRW-USG-A1,
436,2011-03-13,2HRW-USG-A1,
437,2011-03-14,2HRW-USG-A1,323.5
438,2011-03-15,2HRW-USG-A1,
439,2011-03-16,2HRW-USG-A1,
440,2011-03-17,2HRW-USG-A1,329.2
441,2011-03-18,2HRW-USG-A1,329.2
442,2011-03-19,2HRW-USG-A1,
443,2011-03-20,2HRW-USG-A1,
444,2011-03-21,2HRW-USG-A1,335.0
445,2011-03-22,2HRW-USG-A1,336.1
446,2011-03-23,2HRW-USG-A1,330.6
447,2011-03-24,2HRW-USG-A1,341.0
448,2011-03-25,2HRW-USG-A1,341.0
449,2011-03-26,2HRW-USG-A1,
450,2011-03-27,2HRW-USG-A1,
451,2011-03-28,2HRW-USG-A1,339.3
452,2011-03-29,2HRW-USG-A1,346.1
453,2011-03-30,2HRW-USG-A1,344.2
454,2011-03-31,2HRW-USG-A1,361.1
455,2011-04-01,2HRW-USG-A1,361.1
456,2011-04-02,2HRW-USG-A1,
457,2011-04-03,2HRW-USG-A1,
458,2011-04-04,2HRW-USG-A1,375.8
459,2011-04-05,2HRW-USG-A1,376.6
460,2011-04-06,2HRW-USG-A1,372.7
461,2011-04-07,2HRW-USG-A1,366.6
462,2011-04-08,2HRW-USG-A1,366.6
463,2011-04-09,2HRW-USG-A1,
464,2011-04-10,2HRW-USG-A1,
465,2011-04-11,2HRW-USG-A1,363.3
466,2011-04-12,2HRW-USG-A1,354.2
467,2011-04-13,2HRW-USG-A1,350.8
468,2011-04-14,2HRW-USG-A1,343.1
469,2011-04-15,2HRW-USG-A1,343.1
470,2011-04-16,2HRW-USG-A1,
471,2011-04-17,2HRW-USG-A1,
472,2011-04-18,2HRW-USG-A1,354.9
473,2011-04-19,2HRW-USG-A1,365.9
474,2011-04-20,2HRW-USG-A1,363.7
475,2011-04-21,2HRW-USG-A1,363.7
476,2011-04-22,2HRW-USG-A1,363.7
477,2011-04-23,2HRW-USG-A1,
478,2011-04-24,2HRW-USG-A1,
479,2011-04-25,2HRW-USG-A1,378.7
480,2011-04-26,2HRW-USG-A1,374.8
481,2011-04-27,2HRW-USG-A1,360.9
482,2011-04-28,2HRW-USG-A1,345.4
483,2011-04-29,2HRW-USG-A1,352.7
484,2011-04-30,2HRW-USG-A1,
485,2011-05-01,2HRW-USG-A1,
486,2011-05-02,2HRW-USG-A1,
487,2011-05-03,2HRW-USG-A1,359.3
488,2011-05-04,2HRW-USG-A1,351.9
489,2011-05-05,2HRW-USG-A1,344.2
490,2011-05-06,2HRW-USG-A1,344.2
491,2011-05-07,2HRW-USG-A1,
492,2011-05-08,2HRW-USG-A1,
493,2011-05-09,2HRW-USG-A1,365.4
494,2011-05-10,2HRW-USG-A1,370.5
495,2011-05-11,2HRW-USG-A1,360.0
496,2011-05-12,2HRW-USG-A1,351.3
497,2011-05-13,2HRW-USG-A1,351.3
498,2011-05-14,2HRW-USG-A1,
499,2011-05-15,2HRW-USG-A1,
500,2011-05-16,2HRW-USG-A1,351.2
501,2011-05-17,2HRW-USG-A1,358.0
502,2011-05-18,2HRW-USG-A1,375.8
503,2011-05-19,2HRW-USG-A1,378.3
504,2011-05-20,2HRW-USG-A1,378.3
505,2011-05-21,2HRW-USG-A1,
506,2011-05-22,2HRW-USG-A1,
507,2011-05-23,2HRW-USG-A1,373.3
508,2011-05-24,2HRW-USG-A1,366.3
509,2011-05-25,2HRW-USG-A1,372.4
510,2011-05-26,2HRW-USG-A1,377.6
511,2011-05-27,2HRW-USG-A1,377.6
512,2011-05-28,2HRW-USG-A1,
513,2011-05-29,2HRW-USG-A1,
514,2011-05-30,2HRW-USG-A1,
515,2011-05-31,2HRW-USG-A1,364.8
516,2011-06-01,2HRW-USG-A1,358.7
517,2011-06-02,2HRW-USG-A1,368.8
518,2011-06-03,2HRW-USG-A1,368.8
519,2011-06-04,2HRW-USG-A1,
520,2011-06-05,2HRW-USG-A1,
521,2011-06-06,2HRW-USG-A1,361.9
522,2011-06-07,2HRW-USG-A1,356.2
523,2011-06-08,2HRW-USG-A1,360.0
524,2011-06-09,2HRW-USG-A1,356.8
525,2011-06-10,2HRW-USG-A1,356.8
526,2011-06-11,2HRW-USG-A1,
527,2011-06-12,2HRW-USG-A1,
528,2011-06-13,2HRW-USG-A1,349.4
529,2011-06-14,2HRW-USG-A1,345.2
530,2011-06-15,2HRW-USG-A1,337.7
531,2011-06-16,2HRW-USG-A1,329.9
532,2011-06-17,2HRW-USG-A1,329.9
533,2011-06-18,2HRW-USG-A1,
534,2011-06-19,2HRW-USG-A1,
535,2011-06-20,2HRW-USG-A1,331.0
536,2011-06-21,2HRW-USG-A1,331.9
537,2011-06-22,2HRW-USG-A1,319.6
538,2011-06-23,2HRW-USG-A1,315.9
539,2011-06-24,2HRW-USG-A1,315.9
540,2011-06-25,2HRW-USG-A1,
541,2011-06-26,2HRW-USG-A1,
542,2011-06-27,2HRW-USG-A1,304.4
543,2011-06-28,2HRW-USG-A1,310.0
544,2011-06-29,2HRW-USG-A1,310.4
545,2011-06-30,2HRW-USG-A1,284.3
546,2011-07-01,2HRW-USG-A1,284.3
547,2011-07-02,2HRW-USG-A1,
548,2011-07-03,2HRW-USG-A1,
549,2011-07-04,2HRW-USG-A1,
550,2011-07-05,2HRW-USG-A1,295.2
551,2011-07-06,2HRW-USG-A1,291.6
552,2011-07-07,2HRW-USG-A1,289.7
553,2011-07-08,2HRW-USG-A1,289.7
554,2011-07-09,2HRW-USG-A1,
555,2011-07-10,2HRW-USG-A1,
556,2011-07-11,2HRW-USG-A1,285.5
557,2011-07-12,2HRW-USG-A1,293.4
558,2011-07-13,2HRW-USG-A1,303.5
559,2011-07-14,2HRW-USG-A1,305.3
560,2011-07-15,2HRW-USG-A1,
561,2011-07-16,2HRW-USG-A1,
562,2011-07-17,2HRW-USG-A1,
563,2011-07-18,2HRW-USG-A1,310.8
564,2011-07-19,2HRW-USG-A1,317.0
565,2011-07-20,2HRW-USG-A1,322.9
566,2011-07-21,2HRW-USG-A1,315.7
567,2011-07-22,2HRW-USG-A1,315.7
568,2011-07-23,2HRW-USG-A1,
569,2011-07-24,2HRW-USG-A1,
570,2011-07-25,2HRW-USG-A1,314.3
571,2011-07-26,2HRW-USG-A1,318.0
572,2011-07-27,2HRW-USG-A1,320.8
573,2011-07-28,2HRW-USG-A1,320.9
574,2011-07-29,2HRW-USG-A1,320.9
575,2011-07-30,2HRW-USG-A1,
576,2011-07-31,2HRW-USG-A1,
577,2011-08-01,2HRW-USG-A1,316.4
578,2011-08-02,2HRW-USG-A1,329.9
579,2011-08-03,2HRW-USG-A1,328.1
580,2011-08-04,2HRW-USG-A1,318.1
581,2011-08-05,2HRW-USG-A1,318.1
582,2011-08-06,2HRW-USG-A1,
583,2011-08-07,2HRW-USG-A1,
584,2011-08-08,2HRW-USG-A1,312.4
585,2011-08-09,2HRW-USG-A1,315.2
586,2011-08-10,2HRW-USG-A1,327.0
587,2011-08-11,2HRW-USG-A1,335.4
588,2011-08-12,2HRW-USG-A1,335.4
589,2011-08-13,2HRW-USG-A1,
590,2011-08-14,2HRW-USG-A1,
591,2011-08-15,2HRW-USG-A1,336.5
592,2011-08-16,2HRW-USG-A1,338.9
593,2011-08-17,2HRW-USG-A1,341.0
594,2011-08-18,2HRW-USG-A1,330.6
595,2011-08-19,2HRW-USG-A1,330.6
596,2011-08-20,2HRW-USG-A1,
597,2011-08-21,2HRW-USG-A1,
598,2011-08-22,2HRW-USG-A1,340.5
599,2011-08-23,2HRW-USG-A1,347.5
600,2011-08-24,2HRW-USG-A1,349.0
601,2011-08-25,2HRW-USG-A1,353.7
602,2011-08-26,2HRW-USG-A1,353.7
603,2011-08-27,2HRW-USG-A1,
604,2011-08-28,2HRW-USG-A1,
605,2011-08-29,2HRW-USG-A1,363.3
